time,node,node_capacity,used_resources
6.0,pop0,1,1.0
6.0,pop1,1,0.0
6.0,pop2,1,0.0
6.0,pop3,1,0.0
6.0,pop4,1,0.0
6.0,pop5,1,0.0
6.0,pop6,1,0.0
6.0,pop7,1,0.0
6.0,pop8,1,0.0
6.0,pop9,1,0.0
6.0,pop10,1,0.0
12.0,pop0,1,1.0
12.0,pop1,1,0.0
12.0,pop2,1,0.0
12.0,pop3,1,0.0
12.0,pop4,1,0.0
12.0,pop5,1,0.0
12.0,pop6,1,0.0
12.0,pop7,1,0.0
12.0,pop8,1,0.0
12.0,pop9,1,0.0
12.0,pop10,1,0.0
18.0,pop0,1,0.0
18.0,pop1,1,1.0
18.0,pop2,1,0.0
18.0,pop3,1,0.0
18.0,pop4,1,0.0
18.0,pop5,1,0.0
18.0,pop6,1,0.0
18.0,pop7,1,0.0
18.0,pop8,1,0.0
18.0,pop9,1,0.0
18.0,pop10,1,0.0
24.0,pop0,1,1.0
24.0,pop1,1,0.0
24.0,pop2,1,0.0
24.0,pop3,1,0.0
24.0,pop4,1,0.0
24.0,pop5,1,0.0
24.0,pop6,1,0.0
24.0,pop7,1,0.0
24.0,pop8,1,0.0
24.0,pop9,1,0.0
24.0,pop10,1,0.0
30.0,pop0,1,0.0
30.0,pop1,1,1.0
30.0,pop2,1,0.0
30.0,pop3,1,0.0
30.0,pop4,1,0.0
30.0,pop5,1,0.0
30.0,pop6,1,0.0
30.0,pop7,1,0.0
30.0,pop8,1,0.0
30.0,pop9,1,0.0
30.0,pop10,1,0.0
36.0,pop0,1,1.0
36.0,pop1,1,1.0
36.0,pop2,1,0.0
36.0,pop3,1,0.0
36.0,pop4,1,0.0
36.0,pop5,1,0.0
36.0,pop6,1,0.0
36.0,pop7,1,0.0
36.0,pop8,1,0.0
36.0,pop9,1,0.0
36.0,pop10,1,1.0
42.0,pop0,1,1.0
42.0,pop1,1,0.0
42.0,pop2,1,0.0
42.0,pop3,1,0.0
42.0,pop4,1,0.0
42.0,pop5,1,0.0
42.0,pop6,1,0.0
42.0,pop7,1,0.0
42.0,pop8,1,0.0
42.0,pop9,1,0.0
42.0,pop10,1,1.0
48.0,pop0,1,0.0
48.0,pop1,1,1.0
48.0,pop2,1,0.0
48.0,pop3,1,0.0
48.0,pop4,1,0.0
48.0,pop5,1,0.0
48.0,pop6,1,0.0
48.0,pop7,1,0.0
48.0,pop8,1,0.0
48.0,pop9,1,0.0
48.0,pop10,1,0.0
54.0,pop0,1,1.0
54.0,pop1,1,0.0
54.0,pop2,1,0.0
54.0,pop3,1,0.0
54.0,pop4,1,0.0
54.0,pop5,1,0.0
54.0,pop6,1,0.0
54.0,pop7,1,0.0
54.0,pop8,1,0.0
54.0,pop9,1,0.0
54.0,pop10,1,1.0
60.0,pop0,1,0.0
60.0,pop1,1,1.0
60.0,pop2,1,0.0
60.0,pop3,1,0.0
60.0,pop4,1,0.0
60.0,pop5,1,0.0
60.0,pop6,1,0.0
60.0,pop7,1,0.0
60.0,pop8,1,0.0
60.0,pop9,1,0.0
60.0,pop10,1,0.0
66.0,pop0,1,1.0
66.0,pop1,1,1.0
66.0,pop2,1,0.0
66.0,pop3,1,0.0
66.0,pop4,1,0.0
66.0,pop5,1,0.0
66.0,pop6,1,0.0
66.0,pop7,1,0.0
66.0,pop8,1,0.0
66.0,pop9,1,0.0
66.0,pop10,1,1.0
72.0,pop0,1,1.0
72.0,pop1,1,0.0
72.0,pop2,1,0.0
72.0,pop3,1,0.0
72.0,pop4,1,0.0
72.0,pop5,1,0.0
72.0,pop6,1,0.0
72.0,pop7,1,0.0
72.0,pop8,1,0.0
72.0,pop9,1,0.0
72.0,pop10,1,1.0
78.0,pop0,1,0.0
78.0,pop1,1,1.0
78.0,pop2,1,0.0
78.0,pop3,1,0.0
78.0,pop4,1,0.0
78.0,pop5,1,0.0
78.0,pop6,1,0.0
78.0,pop7,1,0.0
78.0,pop8,1,0.0
78.0,pop9,1,0.0
78.0,pop10,1,0.0
84.0,pop0,1,1.0
84.0,pop1,1,0.0
84.0,pop2,1,0.0
84.0,pop3,1,0.0
84.0,pop4,1,0.0
84.0,pop5,1,0.0
84.0,pop6,1,0.0
84.0,pop7,1,0.0
84.0,pop8,1,0.0
84.0,pop9,1,0.0
84.0,pop10,1,1.0
90.0,pop0,1,0.0
90.0,pop1,1,1.0
90.0,pop2,1,0.0
90.0,pop3,1,0.0
90.0,pop4,1,0.0
90.0,pop5,1,0.0
90.0,pop6,1,0.0
90.0,pop7,1,0.0
90.0,pop8,1,0.0
90.0,pop9,1,0.0
90.0,pop10,1,0.0
96.0,pop0,1,1.0
96.0,pop1,1,1.0
96.0,pop2,1,0.0
96.0,pop3,1,0.0
96.0,pop4,1,0.0
96.0,pop5,1,0.0
96.0,pop6,1,0.0
96.0,pop7,1,0.0
96.0,pop8,1,0.0
96.0,pop9,1,0.0
96.0,pop10,1,1.0
102.0,pop0,1,1.0
102.0,pop1,1,0.0
102.0,pop2,1,0.0
102.0,pop3,1,0.0
102.0,pop4,1,0.0
102.0,pop5,1,0.0
102.0,pop6,1,0.0
102.0,pop7,1,0.0
102.0,pop8,1,0.0
102.0,pop9,1,0.0
102.0,pop10,1,1.0
108.0,pop0,1,0.0
108.0,pop1,1,1.0
108.0,pop2,1,0.0
108.0,pop3,1,0.0
108.0,pop4,1,0.0
108.0,pop5,1,0.0
108.0,pop6,1,0.0
108.0,pop7,1,0.0
108.0,pop8,1,0.0
108.0,pop9,1,0.0
108.0,pop10,1,0.0
114.0,pop0,1,1.0
114.0,pop1,1,0.0
114.0,pop2,1,0.0
114.0,pop3,1,0.0
114.0,pop4,1,0.0
114.0,pop5,1,0.0
114.0,pop6,1,0.0
114.0,pop7,1,0.0
114.0,pop8,1,0.0
114.0,pop9,1,0.0
114.0,pop10,1,1.0
120.0,pop0,1,0.0
120.0,pop1,1,1.0
120.0,pop2,1,0.0
120.0,pop3,1,0.0
120.0,pop4,1,0.0
120.0,pop5,1,0.0
120.0,pop6,1,0.0
120.0,pop7,1,0.0
120.0,pop8,1,0.0
120.0,pop9,1,0.0
120.0,pop10,1,0.0
126.0,pop0,1,1.0
126.0,pop1,1,1.0
126.0,pop2,1,0.0
126.0,pop3,1,0.0
126.0,pop4,1,0.0
126.0,pop5,1,0.0
126.0,pop6,1,0.0
126.0,pop7,1,0.0
126.0,pop8,1,0.0
126.0,pop9,1,0.0
126.0,pop10,1,1.0
132.0,pop0,1,1.0
132.0,pop1,1,0.0
132.0,pop2,1,0.0
132.0,pop3,1,0.0
132.0,pop4,1,0.0
132.0,pop5,1,0.0
132.0,pop6,1,0.0
132.0,pop7,1,0.0
132.0,pop8,1,0.0
132.0,pop9,1,0.0
132.0,pop10,1,1.0
138.0,pop0,1,0.0
138.0,pop1,1,1.0
138.0,pop2,1,0.0
138.0,pop3,1,0.0
138.0,pop4,1,0.0
138.0,pop5,1,0.0
138.0,pop6,1,0.0
138.0,pop7,1,0.0
138.0,pop8,1,0.0
138.0,pop9,1,0.0
138.0,pop10,1,0.0
144.0,pop0,1,1.0
144.0,pop1,1,0.0
144.0,pop2,1,0.0
144.0,pop3,1,0.0
144.0,pop4,1,0.0
144.0,pop5,1,0.0
144.0,pop6,1,0.0
144.0,pop7,1,0.0
144.0,pop8,1,0.0
144.0,pop9,1,0.0
144.0,pop10,1,1.0
150.0,pop0,1,0.0
150.0,pop1,1,1.0
150.0,pop2,1,0.0
150.0,pop3,1,0.0
150.0,pop4,1,0.0
150.0,pop5,1,0.0
150.0,pop6,1,0.0
150.0,pop7,1,0.0
150.0,pop8,1,0.0
150.0,pop9,1,0.0
150.0,pop10,1,0.0
156.0,pop0,1,1.0
156.0,pop1,1,1.0
156.0,pop2,1,0.0
156.0,pop3,1,0.0
156.0,pop4,1,0.0
156.0,pop5,1,0.0
156.0,pop6,1,0.0
156.0,pop7,1,0.0
156.0,pop8,1,0.0
156.0,pop9,1,0.0
156.0,pop10,1,1.0
162.0,pop0,1,1.0
162.0,pop1,1,0.0
162.0,pop2,1,0.0
162.0,pop3,1,0.0
162.0,pop4,1,0.0
162.0,pop5,1,0.0
162.0,pop6,1,0.0
162.0,pop7,1,0.0
162.0,pop8,1,0.0
162.0,pop9,1,0.0
162.0,pop10,1,1.0
168.0,pop0,1,0.0
168.0,pop1,1,1.0
168.0,pop2,1,0.0
168.0,pop3,1,0.0
168.0,pop4,1,0.0
168.0,pop5,1,0.0
168.0,pop6,1,0.0
168.0,pop7,1,0.0
168.0,pop8,1,0.0
168.0,pop9,1,0.0
168.0,pop10,1,0.0
174.0,pop0,1,1.0
174.0,pop1,1,0.0
174.0,pop2,1,0.0
174.0,pop3,1,0.0
174.0,pop4,1,0.0
174.0,pop5,1,0.0
174.0,pop6,1,0.0
174.0,pop7,1,0.0
174.0,pop8,1,0.0
174.0,pop9,1,0.0
174.0,pop10,1,1.0
180.0,pop0,1,0.0
180.0,pop1,1,1.0
180.0,pop2,1,0.0
180.0,pop3,1,0.0
180.0,pop4,1,0.0
180.0,pop5,1,0.0
180.0,pop6,1,0.0
180.0,pop7,1,0.0
180.0,pop8,1,0.0
180.0,pop9,1,0.0
180.0,pop10,1,0.0
186.0,pop0,1,1.0
186.0,pop1,1,1.0
186.0,pop2,1,0.0
186.0,pop3,1,0.0
186.0,pop4,1,0.0
186.0,pop5,1,0.0
186.0,pop6,1,0.0
186.0,pop7,1,0.0
186.0,pop8,1,0.0
186.0,pop9,1,0.0
186.0,pop10,1,1.0
192.0,pop0,1,1.0
192.0,pop1,1,0.0
192.0,pop2,1,0.0
192.0,pop3,1,0.0
192.0,pop4,1,0.0
192.0,pop5,1,0.0
192.0,pop6,1,0.0
192.0,pop7,1,0.0
192.0,pop8,1,0.0
192.0,pop9,1,0.0
192.0,pop10,1,1.0
198.0,pop0,1,0.0
198.0,pop1,1,1.0
198.0,pop2,1,0.0
198.0,pop3,1,0.0
198.0,pop4,1,0.0
198.0,pop5,1,0.0
198.0,pop6,1,0.0
198.0,pop7,1,0.0
198.0,pop8,1,0.0
198.0,pop9,1,0.0
198.0,pop10,1,0.0
204.0,pop0,1,1.0
204.0,pop1,1,0.0
204.0,pop2,1,0.0
204.0,pop3,1,0.0
204.0,pop4,1,0.0
204.0,pop5,1,0.0
204.0,pop6,1,0.0
204.0,pop7,1,0.0
204.0,pop8,1,0.0
204.0,pop9,1,0.0
204.0,pop10,1,1.0
210.0,pop0,1,0.0
210.0,pop1,1,1.0
210.0,pop2,1,0.0
210.0,pop3,1,0.0
210.0,pop4,1,0.0
210.0,pop5,1,0.0
210.0,pop6,1,0.0
210.0,pop7,1,0.0
210.0,pop8,1,0.0
210.0,pop9,1,0.0
210.0,pop10,1,0.0
216.0,pop0,1,1.0
216.0,pop1,1,1.0
216.0,pop2,1,0.0
216.0,pop3,1,0.0
216.0,pop4,1,0.0
216.0,pop5,1,0.0
216.0,pop6,1,0.0
216.0,pop7,1,0.0
216.0,pop8,1,0.0
216.0,pop9,1,0.0
216.0,pop10,1,1.0
222.0,pop0,1,1.0
222.0,pop1,1,0.0
222.0,pop2,1,0.0
222.0,pop3,1,0.0
222.0,pop4,1,0.0
222.0,pop5,1,0.0
222.0,pop6,1,0.0
222.0,pop7,1,0.0
222.0,pop8,1,0.0
222.0,pop9,1,0.0
222.0,pop10,1,1.0
228.0,pop0,1,0.0
228.0,pop1,1,1.0
228.0,pop2,1,0.0
228.0,pop3,1,0.0
228.0,pop4,1,0.0
228.0,pop5,1,0.0
228.0,pop6,1,0.0
228.0,pop7,1,0.0
228.0,pop8,1,0.0
228.0,pop9,1,0.0
228.0,pop10,1,0.0
234.0,pop0,1,1.0
234.0,pop1,1,0.0
234.0,pop2,1,0.0
234.0,pop3,1,0.0
234.0,pop4,1,0.0
234.0,pop5,1,0.0
234.0,pop6,1,0.0
234.0,pop7,1,0.0
234.0,pop8,1,0.0
234.0,pop9,1,0.0
234.0,pop10,1,1.0
240.0,pop0,1,0.0
240.0,pop1,1,1.0
240.0,pop2,1,0.0
240.0,pop3,1,0.0
240.0,pop4,1,0.0
240.0,pop5,1,0.0
240.0,pop6,1,0.0
240.0,pop7,1,0.0
240.0,pop8,1,0.0
240.0,pop9,1,0.0
240.0,pop10,1,0.0
246.0,pop0,1,1.0
246.0,pop1,1,1.0
246.0,pop2,1,0.0
246.0,pop3,1,0.0
246.0,pop4,1,0.0
246.0,pop5,1,0.0
246.0,pop6,1,0.0
246.0,pop7,1,0.0
246.0,pop8,1,0.0
246.0,pop9,1,0.0
246.0,pop10,1,1.0
252.0,pop0,1,1.0
252.0,pop1,1,0.0
252.0,pop2,1,0.0
252.0,pop3,1,0.0
252.0,pop4,1,0.0
252.0,pop5,1,0.0
252.0,pop6,1,0.0
252.0,pop7,1,0.0
252.0,pop8,1,0.0
252.0,pop9,1,0.0
252.0,pop10,1,1.0
258.0,pop0,1,0.0
258.0,pop1,1,1.0
258.0,pop2,1,0.0
258.0,pop3,1,0.0
258.0,pop4,1,0.0
258.0,pop5,1,0.0
258.0,pop6,1,0.0
258.0,pop7,1,0.0
258.0,pop8,1,0.0
258.0,pop9,1,0.0
258.0,pop10,1,0.0
264.0,pop0,1,1.0
264.0,pop1,1,0.0
264.0,pop2,1,0.0
264.0,pop3,1,0.0
264.0,pop4,1,0.0
264.0,pop5,1,0.0
264.0,pop6,1,0.0
264.0,pop7,1,0.0
264.0,pop8,1,0.0
264.0,pop9,1,0.0
264.0,pop10,1,1.0
270.0,pop0,1,0.0
270.0,pop1,1,1.0
270.0,pop2,1,0.0
270.0,pop3,1,0.0
270.0,pop4,1,0.0
270.0,pop5,1,0.0
270.0,pop6,1,0.0
270.0,pop7,1,0.0
270.0,pop8,1,0.0
270.0,pop9,1,0.0
270.0,pop10,1,0.0
276.0,pop0,1,1.0
276.0,pop1,1,1.0
276.0,pop2,1,0.0
276.0,pop3,1,0.0
276.0,pop4,1,0.0
276.0,pop5,1,0.0
276.0,pop6,1,0.0
276.0,pop7,1,0.0
276.0,pop8,1,0.0
276.0,pop9,1,0.0
276.0,pop10,1,1.0
282.0,pop0,1,1.0
282.0,pop1,1,0.0
282.0,pop2,1,0.0
282.0,pop3,1,0.0
282.0,pop4,1,0.0
282.0,pop5,1,0.0
282.0,pop6,1,0.0
282.0,pop7,1,0.0
282.0,pop8,1,0.0
282.0,pop9,1,0.0
282.0,pop10,1,1.0
288.0,pop0,1,0.0
288.0,pop1,1,1.0
288.0,pop2,1,0.0
288.0,pop3,1,0.0
288.0,pop4,1,0.0
288.0,pop5,1,0.0
288.0,pop6,1,0.0
288.0,pop7,1,0.0
288.0,pop8,1,0.0
288.0,pop9,1,0.0
288.0,pop10,1,0.0
294.0,pop0,1,1.0
294.0,pop1,1,0.0
294.0,pop2,1,0.0
294.0,pop3,1,0.0
294.0,pop4,1,0.0
294.0,pop5,1,0.0
294.0,pop6,1,0.0
294.0,pop7,1,0.0
294.0,pop8,1,0.0
294.0,pop9,1,0.0
294.0,pop10,1,1.0
300.0,pop0,1,0.0
300.0,pop1,1,1.0
300.0,pop2,1,0.0
300.0,pop3,1,0.0
300.0,pop4,1,0.0
300.0,pop5,1,0.0
300.0,pop6,1,0.0
300.0,pop7,1,0.0
300.0,pop8,1,0.0
300.0,pop9,1,0.0
300.0,pop10,1,0.0
